year,period,rank,company,value_musd,ref_url,table_note,wiki_revision
2021,Q2,8,Berkshire Hathaway,637280.0,,"This list is up to date as of December 31, 2021 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2021,Q3,8,TSMC,579030.0,,"This list is up to date as of December 31, 2021 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2021,Q4,8,Berkshire Hathaway,668630.0,,"This list is up to date as of December 31, 2021 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2021,Q1,9,TSMC,613410.0,,"This list is up to date as of December 31, 2021 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2021,Q2,9,TSMC,623160.0,,"This list is up to date as of December 31, 2021 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2021,Q3,9,Tencent,574460.0,,"This list is up to date as of December 31, 2021 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2021,Q4,9,TSMC,623930.0,,"This list is up to date as of December 31, 2021 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2021,Q1,10,Berkshire Hathaway,590050.0,,"This list is up to date as of December 31, 2021 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2021,Q2,10,Alibaba Group,615140.0,,"This list is up to date as of December 31, 2021 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2021,Q3,10,Nvidia,517900.0,,"This list is up to date as of December 31, 2021 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2021,Q4,10,Tencent,559900.0,,"This list is up to date as of December 31, 2021 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q1,1,Microsoft,1200000.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q2,1,Apple,1576000.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q3,1,Apple,1981000.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q4,1,Apple,2254000.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q1,2,Apple,1113000.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q2,2,Microsoft,1551000.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q3,2,Microsoft,1592000.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q4,2,Microsoft,1682000.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q1,3,Amazon,970590.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q2,3,Amazon,1432590.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q3,3,Amazon,1577000.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q4,3,Amazon,1634000.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q1,4,Alphabet,799180.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q2,4,Alphabet,979700.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q3,4,Alphabet,999570.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q4,4,Alphabet,1185000.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q1,5,Alibaba Group,521740.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q2,5,Facebook,675690.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q3,5,Alibaba Group,795400.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q4,5,Facebook,776590.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q1,6,Facebook,475460.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q2,6,Tencent,620920.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q3,6,Facebook,746100.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q4,6,Tencent,683470.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q1,7,Tencent,471660.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q2,7,Alibaba Group,579740.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q3,7,Tencent,646790.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q4,7,Tesla,668080.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q1,8,Berkshire Hathaway,440830.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q2,8,Berkshire Hathaway,432570.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q3,8,Berkshire Hathaway,509470.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q4,8,Alibaba Group,628650.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q1,9,Visa,357020.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q2,9,Visa,412710.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q3,9,Visa,425510.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q4,9,TSMC,565280.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q1,10,Johnson & Johnson,345700.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q2,10,Johnson & Johnson,370590.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q3,10,TSMC,420440.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2020,Q4,10,Berkshire Hathaway,544780.0,,"This Financial Times –based list is up to data as of December 31, 2020 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2019,Q1,1,Microsoft,904860.0,,"This Financial Times –based list is up to date as of December 31, 2019 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2019,Q2,1,Microsoft,1028000.0,,"This Financial Times –based list is up to date as of December 31, 2019 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
2019,Q3,1,Microsoft,1062000.0,,"This Financial Times –based list is up to date as of December 31, 2019 [update] . Indicated changes in market value are relative to the previous quarter.",1371146339
